,sido,si,gu,os_nm,new_adr,api_adr,poll_div_cd,self_yn,wash_yn,repair_yn,conv_yn,all24_yn,oil_price
16,서울특별시,서울,도봉구,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),서울 도봉구 덕릉로 267 ,GS칼텍스,N,N,N,N,Y,1325.0
17,서울특별시,서울,도봉구,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,서울 도봉구 방학로 186,GS칼텍스,Y,N,N,N,Y,1329.0
18,서울특별시,서울,도봉구,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),서울 도봉구 도봉로 895 ,GS칼텍스,Y,N,N,N,Y,1330.0
19,서울특별시,서울,도봉구,오복주유소,서울 도봉구 방학로 43,서울 도봉구 방학로 43,S-OIL,Y,N,N,N,Y,1369.0
20,경기도,경기,안산시,소망주유소,경기 안산시 상록구 석호로 202 (사동),경기 안산시 상록구 석호로 202 ,S-OIL,N,N,N,N,Y,1275.0
21,경기도,경기,안산시,다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),경기 안산시 단원구 시흥대로 128 ,자가상표,N,N,N,N,Y,1283.0
22,경기도,경기,안산시,(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),경기 안산시 단원구 시흥대로 10 ,알뜰주유소,N,N,N,N,Y,1289.0
23,경기도,경기,안산시,㈜엠오티이엔지 상일주유소,경기 안산시 상록구 서해로 2838 (사사동),경기 안산시 상록구 서해로 2838 ,알뜰주유소,N,N,N,N,Y,1319.0
24,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,N,N,N,Y,1325.0
25,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,N,N,N,Y,1325.0
26,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,N,N,N,Y,1328.0
27,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,N,N,N,Y,1329.0
28,경기도,경기,안산시,본오주유소,경기 안산시 상록구 석호로 369 (본오동),경기 안산시 상록구 석호로 369 ,SK에너지,Y,N,N,N,Y,1329.0
29,경기도,경기,안산시,반월공단주유소,경기 안산시 단원구 시우로 46,경기 안산시 단원구 시우로 46,SK에너지,Y,N,N,N,Y,1378.0
30,경기도,경기,안산시,현대오일뱅크㈜직영 제이셀프주유소,경기 안산시 단원구 선부광장로 33 (선부동),경기 안산시 단원구 선부광장로 33 ,현대오일뱅크,Y,N,N,N,Y,1395.0
31,경기도,경기,안산시,삼원주유소,경기 안산시 단원구 목내로 45,경기 안산시 단원구 목내로 45,GS칼텍스,Y,N,N,N,Y,1395.0
32,경기도,경기,안산시,(주)삼정주유소,경기 안산시 단원구 삼일로 122 (원곡동),경기 안산시 단원구 삼일로 122 ,현대오일뱅크,Y,N,N,N,Y,1398.0
33,경기도,경기,안산시,스마트허브주유소,경기 안산시 단원구 해봉로 204 (성곡동),경기 안산시 단원구 해봉로 204 ,GS칼텍스,N,N,N,N,Y,1399.0
34,경기도,경기,안산시,이마트24서비스 고잔주유소,경기 안산시 단원구 적금로 114 (고잔동),경기 안산시 단원구 적금로 114 ,SK에너지,Y,N,N,N,Y,1399.0
35,경기도,경기,안산시,현대오일뱅크㈜직영 동양주유소,경기 안산시 단원구 중앙대로 351 (신길동),경기 안산시 단원구 중앙대로 351 ,현대오일뱅크,N,N,N,N,Y,1465.0
36,서울특별시,서울,동대문구,풍한주유소,서울 동대문구 안암로 168,서울 동대문구 안암로 168,SK에너지,N,N,N,N,Y,1285.0
37,서울특별시,서울,동대문구,대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),서울 동대문구 왕산로 289 ,GS칼텍스,Y,N,N,N,Y,1298.0
38,서울특별시,서울,동대문구,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),서울 동대문구 고산자로 405 ,GS칼텍스,N,N,N,N,Y,1308.0
39,서울특별시,서울,동대문구,현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),서울 동대문구 천호대로 453 ,현대오일뱅크,N,N,N,N,Y,1395.0
40,서울특별시,서울,동작구,현대오일뱅크㈜직영 신대방셀프주유소,서울 동작구 시흥대로 616 (신대방동),서울 동작구 시흥대로 616 ,현대오일뱅크,Y,N,N,N,Y,1320.0
41,서울특별시,서울,동작구,대성산업(주) 노량진주유소,서울 동작구 노량진로 172 (노량진동),서울 동작구 노량진로 172 ,GS칼텍스,N,N,N,N,Y,1368.0
42,서울특별시,서울,동작구,현대오일뱅크(주)직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),서울 동작구 동작대로 73 ,현대오일뱅크,Y,N,N,N,Y,1409.0
43,서울특별시,서울,동작구,(주)성림에너지 남성주유소,서울 동작구 동작대로 135 (사당동),서울 동작구 동작대로 135 ,GS칼텍스,Y,N,N,N,Y,1409.0
44,서울특별시,서울,동작구,현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),서울 동작구 현충로 101 ,현대오일뱅크,Y,N,N,N,Y,1409.0
45,서울특별시,서울,마포구,대흥주유소,서울 마포구 대흥로 61 (대흥동),서울 마포구 대흥로 61 ,SK에너지,N,N,N,N,Y,1398.0
46,서울특별시,서울,마포구,현대오일뱅크㈜직영 마포제일주유소,서울 마포구 서강로 76 (창전동),서울 마포구 서강로 76 ,현대오일뱅크,N,N,N,N,Y,1438.0
47,서울특별시,서울,마포구,SK에너지(주) 안국주유소,서울 마포구 양화로 33 (합정동),서울 마포구 양화로 33 ,SK에너지,N,N,N,N,Y,1574.0
48,서울특별시,서울,마포구,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),서울 마포구 마포대로 69 ,SK에너지,N,N,N,N,Y,1679.0
49,서울특별시,서울,서대문구,(주)마봉 구도일주유소 두꺼비,서울 서대문구 성산로 312 (연희동),서울 서대문구 성산로 312 ,S-OIL,Y,N,N,N,Y,1354.0
50,서울특별시,서울,서대문구,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,서울 서대문구 모래내로 205,현대오일뱅크,Y,N,N,N,Y,1354.0
51,서울특별시,서울,서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),서울 서대문구 성산로 490 ,SK에너지,N,N,N,N,Y,1354.0
52,서울특별시,서울,서대문구,삼미상사(주)서부주유소,서울 서대문구 성산로 255,서울 서대문구 성산로 255,SK에너지,Y,N,N,N,Y,1375.0
53,서울특별시,서울,서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,서울 서초구 양재대로12길 73-71,알뜰(ex),Y,N,N,N,Y,1269.0
54,서울특별시,서울,서초구,강남대로주유소,서울 서초구 강남대로 206 (양재동),서울 서초구 강남대로 206 ,S-OIL,Y,N,N,N,Y,1385.0
55,서울특별시,서울,서초구,양재주유소,서울 서초구 바우뫼로 178 (양재동),서울 서초구 바우뫼로 178 ,SK에너지,N,N,N,N,Y,1385.0
56,서울특별시,서울,서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),서울 서초구 사평대로 94 ,SK에너지,N,N,N,N,Y,1389.0
57,서울특별시,서울,서초구,지에스칼텍스(주)헌릉로주유소,서울 서초구 헌릉로 177 (내곡동),서울 서초구 헌릉로 177 ,GS칼텍스,Y,N,N,N,Y,1395.0
58,서울특별시,서울,서초구,(주)홈런주유소,서울 서초구 양재대로2길 100-30 (우면동),서울 서초구 양재대로2길 100-30 ,S-OIL,Y,N,N,N,Y,1399.0
59,서울특별시,서울,서초구,현대오일뱅크㈜직영 반포셀프주유소,서울 서초구 사평대로 12,서울 서초구 사평대로 12,현대오일뱅크,Y,N,N,N,Y,1409.0
60,서울특별시,서울,서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),서울 서초구 양재대로 173 ,SK에너지,Y,N,N,N,Y,1419.0
