,sido,si,gu,os_nm,new_adr,api_adr,poll_div_cd,self_yn,wash_yn,repair_yn,conv_yn,all24_yn
0,서울특별시,서울,강남구,(주)보성 세곡주유소,서울 강남구  헌릉로 731 (세곡동),서울 강남구  헌릉로 731 ,SK에너지,Y,Y,N,N,N
1,서울특별시,서울,강남구,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),서울 강남구 남부순환로 2651 ,SK에너지,Y,Y,Y,N,Y
2,서울특별시,서울,강남구,현대오일뱅크 도곡셀프주유소,서울 강남구  남부순환로 2718 (도곡2동),서울 강남구  남부순환로 2718 ,현대오일뱅크,Y,Y,Y,N,N
3,서울특별시,서울,강남구,GS칼텍스(주)직영 산성주유소,서울 강남구 헌릉로 730,서울 강남구 헌릉로 730,GS칼텍스,Y,Y,N,N,N
4,서울특별시,서울,강남구,방죽주유소,서울 강남구 밤고개로 215 (율현동),서울 강남구 밤고개로 215 ,S-OIL,Y,Y,N,N,N
5,서울특별시,서울,강남구,현대오일뱅크(주) 유진주유소,서울 강남구 논현로 152 (도곡동),서울 강남구 논현로 152 ,현대오일뱅크,N,Y,Y,N,N
6,서울특별시,서울,강남구,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),서울 강남구 밤고개로 120 ,SK에너지,Y,Y,N,N,N
7,서울특별시,서울,강남구,역삼주유소,서울 강남구 역삼로 205 (역삼동),서울 강남구 역삼로 205 ,GS칼텍스,N,Y,Y,N,Y
8,서울특별시,서울,강남구,SK서광주유소,서울 강남구 역삼로 142 (역삼동),서울 강남구 역삼로 142 ,SK에너지,Y,Y,N,N,Y
9,서울특별시,서울,강남구,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,서울 강남구 영동대로 235,GS칼텍스,N,Y,Y,N,N
10,서울특별시,서울,강남구,SK에너지(주) 매봉주유소,서울 강남구 언주로 307,서울 강남구 언주로 307,SK에너지,Y,Y,Y,N,N
11,서울특별시,서울,강남구,에쓰-오일㈜직영 개나리주유소,서울 강남구 언주로 423 (역삼동),서울 강남구 언주로 423 ,S-OIL,N,Y,N,N,Y
12,서울특별시,서울,강남구,(주)선진도곡주유소,서울 강남구 도곡로 162 (도곡동),서울 강남구 도곡로 162 ,S-OIL,N,Y,Y,N,N
13,서울특별시,서울,강남구,SK에너지㈜ 진달래주유소,서울 강남구 도곡로 208,서울 강남구 도곡로 208,SK에너지,N,Y,N,N,N
14,서울특별시,서울,강남구,지에스칼텍스㈜ 주성주유소,서울 강남구 영동대로 716,서울 강남구 영동대로 716,GS칼텍스,N,Y,N,N,Y
15,서울특별시,서울,강남구,(유)동하석유 힐탑셀프주유소,서울 강남구 논현로 640,서울 강남구 논현로 640,SK에너지,Y,Y,N,N,Y
16,서울특별시,서울,강남구,현대오일뱅크㈜직영 오천주유소,서울 강남구 봉은사로 503 (삼성동),서울 강남구 봉은사로 503 ,현대오일뱅크,N,Y,Y,Y,N
17,서울특별시,서울,강남구,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),서울 강남구 삼성로 563 ,GS칼텍스,Y,Y,N,N,Y
18,서울특별시,서울,강남구,대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),서울 강남구 언주로 842 ,SK에너지,Y,Y,N,N,Y
19,서울특별시,서울,강남구,현대오일뱅크㈜직영 삼성동주유소,서울 강남구 테헤란로 619 (삼성동),서울 강남구 테헤란로 619 ,현대오일뱅크,N,Y,N,N,N
20,서울특별시,서울,강남구,(주)중앙에너비스 수서지점,서울 강남구 광평로 202 (수서동),서울 강남구 광평로 202 ,SK에너지,Y,Y,N,N,N
21,서울특별시,서울,강남구,에스제이에너지산업(주) 개포주유소,서울 강남구 양재대로 339,서울 강남구 양재대로 339,GS칼텍스,N,Y,N,N,N
22,서울특별시,서울,강남구,논현동주유소,서울 강남구 학동로 229 (논현동),서울 강남구 학동로 229 ,GS칼텍스,Y,Y,N,N,Y
23,서울특별시,서울,강남구,현대오일뱅크(주)직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),서울 강남구 도산대로 163 ,현대오일뱅크,N,Y,N,N,N
24,서울특별시,서울,강남구,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,서울 강남구 압구정로 154,현대오일뱅크,N,Y,N,N,Y
25,서울특별시,서울,강남구,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),서울 강남구 압구정로 302 ,현대오일뱅크,N,Y,N,N,N
26,서울특별시,서울,강남구,명품주유소,서울 강남구 도곡로 249 (역삼동),서울 강남구 도곡로 249 ,S-OIL,N,Y,N,N,Y
27,서울특별시,서울,강남구,대청주유소,서울 강남구 개포로 654 (일원동),서울 강남구 개포로 654 ,SK에너지,N,Y,N,N,N
28,서울특별시,서울,강남구,SK논현주유소,서울 강남구 논현로 747 (논현동),서울 강남구 논현로 747 ,SK에너지,N,Y,Y,N,Y
29,서울특별시,서울,강남구,갤러리아주유소,서울 강남구 압구정로 426,서울 강남구 압구정로 426,SK에너지,N,Y,N,N,N
30,서울특별시,서울,강남구,학여울주유소,서울 강남구  남부순환로 3170 (일원2동),서울 강남구  남부순환로 3170 ,GS칼텍스,N,Y,N,N,Y
31,서울특별시,서울,강남구,(주)소모에너지엔테크놀러지 쎈트럴주유소,서울 강남구 삼성로 335,서울 강남구 삼성로 335,GS칼텍스,N,Y,N,N,N
32,서울특별시,서울,강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),서울 강남구 봉은사로 433 ,GS칼텍스,N,Y,N,N,N
33,서울특별시,서울,강남구,뉴서울(강남),서울 강남구 언주로 716 (논현동),서울 강남구 언주로 716 ,SK에너지,N,Y,N,Y,Y
34,서울특별시,서울,도봉구,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),서울 도봉구 도봉로 437 ,SK에너지,Y,Y,N,N,Y
35,서울특별시,서울,도봉구,한이에너지(주)KLP제1주유소,서울 도봉구 도봉로 596 (창동),서울 도봉구 도봉로 596 ,현대오일뱅크,N,Y,N,N,N
36,서울특별시,서울,도봉구,정다운셀프주유소, 서울특별시 도봉구 도봉로 635 (쌍문동), 서울특별시 도봉구 도봉로 635 ,SK에너지,Y,Y,N,N,N
37,서울특별시,서울,도봉구,극동유화(주)대안주유소,서울 도봉구 마들로 574 (창동),서울 도봉구 마들로 574 ,S-OIL,Y,Y,Y,N,N
38,서울특별시,서울,도봉구,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),서울 도봉구  도봉로 434 ,SK에너지,Y,Y,Y,N,N
39,서울특별시,서울,도봉구,쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),서울 도봉구 도봉로 547 ,S-OIL,Y,Y,Y,N,N
40,서울특별시,서울,도봉구,서현주유소,서울 도봉구 방학로 142 (방학동),서울 도봉구 방학로 142 ,S-OIL,Y,Y,N,N,N
41,서울특별시,서울,도봉구,노원교주유소,서울 도봉구 마들로 776 (도봉동),서울 도봉구 마들로 776 ,현대오일뱅크,Y,Y,N,N,N
42,서울특별시,서울,도봉구,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),서울 도봉구 덕릉로 267 ,GS칼텍스,N,Y,Y,N,Y
43,서울특별시,서울,도봉구,구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),서울 도봉구 도봉로 706 ,S-OIL,Y,Y,Y,N,N
44,서울특별시,서울,도봉구,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,서울 도봉구 방학로 186,GS칼텍스,Y,Y,N,N,Y
45,서울특별시,서울,도봉구,현대오일뱅크㈜직영 도봉현대셀프주유소,서울 도봉구 도봉로 941 (도봉동),서울 도봉구 도봉로 941 ,현대오일뱅크,Y,Y,N,Y,N
46,서울특별시,서울,도봉구,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),서울 도봉구 도봉로 895 ,GS칼텍스,Y,Y,Y,N,Y
47,서울특별시,서울,도봉구,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),서울 도봉구 노해로 161 ,현대오일뱅크,Y,Y,N,N,N
48,서울특별시,서울,도봉구,오복주유소,서울 도봉구 방학로 43,서울 도봉구 방학로 43,S-OIL,Y,Y,N,N,Y
49,서울특별시,서울,도봉구,현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,서울 도봉구 방학로 151,현대오일뱅크,N,Y,N,N,N
50,경기도,경기,안산시,안산슈퍼맨주유소,경기 안산시 상록구 서해로 2691 (사사동),경기 안산시 상록구 서해로 2691 ,알뜰주유소,Y,Y,N,N,N
51,경기도,경기,안산시,안산슈퍼맨주유소,경기 안산시 상록구 서해로 2691 (사사동),경기 안산시 상록구 서해로 2691 ,알뜰주유소,Y,Y,N,N,N
52,경기도,경기,안산시,소망주유소,경기 안산시 상록구 석호로 202 (사동),경기 안산시 상록구 석호로 202 ,S-OIL,N,Y,N,N,Y
53,경기도,경기,안산시,소망주유소,경기 안산시 상록구 석호로 202 (사동),경기 안산시 상록구 석호로 202 ,S-OIL,N,Y,N,N,Y
54,경기도,경기,안산시,소망주유소,경기 안산시 상록구 석호로 202 (사동),경기 안산시 상록구 석호로 202 ,S-OIL,N,Y,N,N,Y
55,경기도,경기,안산시,소망주유소,경기 안산시 상록구 석호로 202 (사동),경기 안산시 상록구 석호로 202 ,S-OIL,N,Y,N,N,Y
56,경기도,경기,안산시,다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),경기 안산시 단원구 시흥대로 128 ,자가상표,N,Y,N,N,Y
57,경기도,경기,안산시,다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),경기 안산시 단원구 시흥대로 128 ,자가상표,N,Y,N,N,Y
58,경기도,경기,안산시,다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),경기 안산시 단원구 시흥대로 128 ,자가상표,N,Y,N,N,Y
59,경기도,경기,안산시,다복주유소,경기 안산시 단원구 시흥대로 128 (선부동),경기 안산시 단원구 시흥대로 128 ,자가상표,N,Y,N,N,Y
60,경기도,경기,안산시,㈜소모에너지 안산하이웨이주유소,경기 안산시 상록구 안산천서로 263,경기 안산시 상록구 안산천서로 263,GS칼텍스,Y,Y,Y,N,N
61,경기도,경기,안산시,㈜소모에너지 안산하이웨이주유소,경기 안산시 상록구 안산천서로 263,경기 안산시 상록구 안산천서로 263,GS칼텍스,Y,Y,Y,N,N
62,경기도,경기,안산시,㈜소모에너지 안산하이웨이주유소,경기 안산시 상록구 안산천서로 263,경기 안산시 상록구 안산천서로 263,GS칼텍스,Y,Y,Y,N,N
63,경기도,경기,안산시,㈜소모에너지 안산하이웨이주유소,경기 안산시 상록구 안산천서로 263,경기 안산시 상록구 안산천서로 263,GS칼텍스,Y,Y,Y,N,N
64,경기도,경기,안산시,준오토조이(주) 성우주유소,경기 안산시 상록구  안산천서로 277 (월피동),경기 안산시 상록구  안산천서로 277 ,SK에너지,Y,Y,N,N,N
65,경기도,경기,안산시,준오토조이(주) 성우주유소,경기 안산시 상록구  안산천서로 277 (월피동),경기 안산시 상록구  안산천서로 277 ,SK에너지,Y,Y,N,N,N
66,경기도,경기,안산시,(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),경기 안산시 단원구 시흥대로 10 ,알뜰주유소,N,Y,N,N,Y
67,경기도,경기,안산시,(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),경기 안산시 단원구 시흥대로 10 ,알뜰주유소,N,Y,N,N,Y
68,경기도,경기,안산시,(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),경기 안산시 단원구 시흥대로 10 ,알뜰주유소,N,Y,N,N,Y
69,경기도,경기,안산시,(주)지티이엔알직영 서해주유소,경기 안산시 단원구 시흥대로 10 (선부동),경기 안산시 단원구 시흥대로 10 ,알뜰주유소,N,Y,N,N,Y
70,경기도,경기,안산시,수암주유소,경기 안산시 상록구 원당골1길 23-14 (수암동),경기 안산시 상록구 원당골1길 23-14 ,SK에너지,Y,Y,N,Y,N
71,경기도,경기,안산시,수암주유소,경기 안산시 상록구 원당골1길 23-14 (수암동),경기 안산시 상록구 원당골1길 23-14 ,SK에너지,Y,Y,N,Y,N
72,경기도,경기,안산시,수암주유소,경기 안산시 상록구 원당골1길 23-14 (수암동),경기 안산시 상록구 원당골1길 23-14 ,SK에너지,Y,Y,N,Y,N
73,경기도,경기,안산시,수암주유소,경기 안산시 상록구 원당골1길 23-14 (수암동),경기 안산시 상록구 원당골1길 23-14 ,SK에너지,Y,Y,N,Y,N
74,경기도,경기,안산시,행복주유소,경기 안산시 상록구 수인로 1820 (부곡동),경기 안산시 상록구 수인로 1820 ,GS칼텍스,Y,Y,N,N,N
75,경기도,경기,안산시,행복주유소,경기 안산시 상록구 수인로 1820 (부곡동),경기 안산시 상록구 수인로 1820 ,GS칼텍스,Y,Y,N,N,N
76,경기도,경기,안산시,드림주유소,경기 안산시 상록구 수인로 1917 (장상동),경기 안산시 상록구 수인로 1917 ,SK에너지,N,Y,N,N,N
77,경기도,경기,안산시,드림주유소,경기 안산시 상록구 수인로 1917 (장상동),경기 안산시 상록구 수인로 1917 ,SK에너지,N,Y,N,N,N
78,경기도,경기,안산시,(주)칠오 와동주유소,경기 안산시 단원구 순환로 375 (와동),경기 안산시 단원구 순환로 375 ,S-OIL,Y,Y,N,N,N
79,경기도,경기,안산시,(주)칠오 와동주유소,경기 안산시 단원구 순환로 375 (와동),경기 안산시 단원구 순환로 375 ,S-OIL,Y,Y,N,N,N
80,경기도,경기,안산시,신양주유소,경기 안산시 상록구 월피로 84,경기 안산시 상록구 월피로 84,SK에너지,N,Y,Y,N,N
81,경기도,경기,안산시,신양주유소,경기 안산시 상록구 월피로 84,경기 안산시 상록구 월피로 84,SK에너지,N,Y,Y,N,N
82,경기도,경기,안산시,신양주유소,경기 안산시 상록구 월피로 84,경기 안산시 상록구 월피로 84,SK에너지,N,Y,Y,N,N
83,경기도,경기,안산시,신양주유소,경기 안산시 상록구 월피로 84,경기 안산시 상록구 월피로 84,SK에너지,N,Y,Y,N,N
84,경기도,경기,안산시,해안주유소,경기 안산시 상록구 선진6길 8,경기 안산시 상록구 선진6길 8,SK에너지,N,Y,N,N,N
85,경기도,경기,안산시,해안주유소,경기 안산시 상록구 선진6길 8,경기 안산시 상록구 선진6길 8,SK에너지,N,Y,N,N,N
86,경기도,경기,안산시,㈜엠오티이엔지 상일주유소,경기 안산시 상록구 서해로 2838 (사사동),경기 안산시 상록구 서해로 2838 ,알뜰주유소,N,Y,N,N,Y
87,경기도,경기,안산시,㈜엠오티이엔지 상일주유소,경기 안산시 상록구 서해로 2838 (사사동),경기 안산시 상록구 서해로 2838 ,알뜰주유소,N,Y,N,N,Y
88,경기도,경기,안산시,㈜엠오티이엔지 상일주유소,경기 안산시 상록구 서해로 2838 (사사동),경기 안산시 상록구 서해로 2838 ,알뜰주유소,N,Y,N,N,Y
89,경기도,경기,안산시,㈜엠오티이엔지 상일주유소,경기 안산시 상록구 서해로 2838 (사사동),경기 안산시 상록구 서해로 2838 ,알뜰주유소,N,Y,N,N,Y
90,경기도,경기,안산시,씨앤에스유통㈜구도일주유소 신반월,경기 안산시 상록구 건건1길 7 (건건동),경기 안산시 상록구 건건1길 7 ,S-OIL,Y,Y,N,N,N
91,경기도,경기,안산시,씨앤에스유통㈜구도일주유소 신반월,경기 안산시 상록구 건건1길 7 (건건동),경기 안산시 상록구 건건1길 7 ,S-OIL,Y,Y,N,N,N
92,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
93,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
94,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
95,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
96,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
97,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
98,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
99,경기도,경기,안산시,현대오일뱅크㈜직영 안산공원셀프주유소,경기 안산시 단원구  광덕1로 268 (고잔동),경기 안산시 단원구  광덕1로 268 ,현대오일뱅크,Y,Y,Y,Y,N
100,경기도,경기,안산시,사동셀프주유소,경기 안산시 상록구 선진로 11 (사동),경기 안산시 상록구 선진로 11 ,SK에너지,Y,Y,N,N,N
101,경기도,경기,안산시,사동셀프주유소,경기 안산시 상록구 선진로 11 (사동),경기 안산시 상록구 선진로 11 ,SK에너지,Y,Y,N,N,N
102,경기도,경기,안산시,신안산주유소,경기 안산시 단원구 고잔로 86 (고잔동),경기 안산시 단원구 고잔로 86 ,SK에너지,Y,Y,Y,N,N
103,경기도,경기,안산시,신안산주유소,경기 안산시 단원구 고잔로 86 (고잔동),경기 안산시 단원구 고잔로 86 ,SK에너지,Y,Y,Y,N,N
104,경기도,경기,안산시,신안산주유소,경기 안산시 단원구 고잔로 86 (고잔동),경기 안산시 단원구 고잔로 86 ,SK에너지,Y,Y,Y,N,N
105,경기도,경기,안산시,신안산주유소,경기 안산시 단원구 고잔로 86 (고잔동),경기 안산시 단원구 고잔로 86 ,SK에너지,Y,Y,Y,N,N
106,경기도,경기,안산시,상림주유소,경기 안산시 상록구 서해로 2921 (건건동),경기 안산시 상록구 서해로 2921 ,SK에너지,Y,Y,N,N,N
107,경기도,경기,안산시,상림주유소,경기 안산시 상록구 서해로 2921 (건건동),경기 안산시 상록구 서해로 2921 ,SK에너지,Y,Y,N,N,N
108,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
109,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
110,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
111,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
112,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
113,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
114,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
115,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
116,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
117,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
118,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
119,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
120,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
121,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
122,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
123,경기도,경기,안산시,(주)대한석유 한대역주유소,경기 안산시 상록구 광덕4로 357 (이동),경기 안산시 상록구 광덕4로 357 ,SK에너지,Y,Y,Y,Y,Y
124,경기도,경기,안산시,현대오일뱅크㈜직영 반월셀프주유소,경기 안산시 상록구 수인로 1226 (일동),경기 안산시 상록구 수인로 1226 ,현대오일뱅크,Y,Y,N,Y,N
125,경기도,경기,안산시,현대오일뱅크㈜직영 반월셀프주유소,경기 안산시 상록구 수인로 1226 (일동),경기 안산시 상록구 수인로 1226 ,현대오일뱅크,Y,Y,N,Y,N
126,경기도,경기,안산시,현대오일뱅크㈜직영 반월셀프주유소,경기 안산시 상록구 수인로 1226 (일동),경기 안산시 상록구 수인로 1226 ,현대오일뱅크,Y,Y,N,Y,N
127,경기도,경기,안산시,현대오일뱅크㈜직영 반월셀프주유소,경기 안산시 상록구 수인로 1226 (일동),경기 안산시 상록구 수인로 1226 ,현대오일뱅크,Y,Y,N,Y,N
128,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
129,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
130,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
131,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
132,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
133,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
134,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
135,경기도,경기,안산시,(주)북고개주유소,경기 안산시 상록구 수인로 1177,경기 안산시 상록구 수인로 1177,현대오일뱅크,Y,Y,N,Y,Y
136,경기도,경기,안산시,대지석유 선부주유소,경기도 안산시 단원구  선부로 81 (선부동),경기도 안산시 단원구  선부로 81 ,S-OIL,Y,Y,N,N,N
137,경기도,경기,안산시,대지석유 선부주유소,경기도 안산시 단원구  선부로 81 (선부동),경기도 안산시 단원구  선부로 81 ,S-OIL,Y,Y,N,N,N
138,경기도,경기,안산시,(주)대지석유 산업주유소,경기 안산시 단원구 동산로 42 (원시동),경기 안산시 단원구 동산로 42 ,S-OIL,Y,Y,Y,N,N
139,경기도,경기,안산시,(주)대지석유 산업주유소,경기 안산시 단원구 동산로 42 (원시동),경기 안산시 단원구 동산로 42 ,S-OIL,Y,Y,Y,N,N
140,경기도,경기,안산시,(주)대지석유 산업주유소,경기 안산시 단원구 동산로 42 (원시동),경기 안산시 단원구 동산로 42 ,S-OIL,Y,Y,Y,N,N
141,경기도,경기,안산시,(주)대지석유 산업주유소,경기 안산시 단원구 동산로 42 (원시동),경기 안산시 단원구 동산로 42 ,S-OIL,Y,Y,Y,N,N
142,경기도,경기,안산시,고속주유소,경기 안산시 상록구 가루개로 143 (양상동),경기 안산시 상록구 가루개로 143 ,SK에너지,N,Y,N,N,N
143,경기도,경기,안산시,고속주유소,경기 안산시 상록구 가루개로 143 (양상동),경기 안산시 상록구 가루개로 143 ,SK에너지,N,Y,N,N,N
144,경기도,경기,안산시,대웅주유소,경기 안산시 상록구 수인로 1733 (부곡동),경기 안산시 상록구 수인로 1733 ,S-OIL,Y,Y,N,N,N
145,경기도,경기,안산시,대웅주유소,경기 안산시 상록구 수인로 1733 (부곡동),경기 안산시 상록구 수인로 1733 ,S-OIL,Y,Y,N,N,N
146,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
147,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
148,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
149,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
150,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
151,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
152,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
153,경기도,경기,안산시,(주)동강석유 남안산IC주유소,경기 안산시 단원구 성곡로 279 (신길동),경기 안산시 단원구 성곡로 279 ,S-OIL,Y,Y,N,Y,Y
154,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
155,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
156,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
157,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
158,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
159,경기도,경기,안산시,지에스칼텍스(주)안산스타주유소,경기 안산시 단원구 달미로 72,경기 안산시 단원구 달미로 72,GS칼텍스,Y,Y,Y,N,Y
