,sido,si,gu,os_nm,new_adr,api_adr,poll_div_cd,self_yn,wash_yn,repair_yn,conv_yn,all24_yn
1428,광주광역시,광주,북구,오일패밀리주유소,광주 북구 빛고을대로 849,광주 북구 빛고을대로 849,알뜰주유소,Y,Y,N,N,Y
1429,광주광역시,광주,북구,㈜에코주유소,광주 북구 무등로 213,광주 북구 무등로 213,S-OIL,Y,Y,N,N,Y
1430,광주광역시,광주,북구,챔피언주유소,광주 북구 무등로 180 (신안동),광주 북구 무등로 180 ,자가상표,Y,Y,N,N,Y
1431,광주광역시,광주,북구,(주)레드카펫주유소,광주 북구 용봉로 24 (신안동),광주 북구 용봉로 24 ,SK에너지,Y,Y,N,N,N
1432,광주광역시,광주,북구,(주)알리바바주유소,광주광역시 북구 서암대로 323 (우산동),광주광역시 북구 서암대로 323 ,현대오일뱅크,Y,Y,N,N,N
1433,광주광역시,광주,북구,전대주유소,광주 북구 무등로 165 (신안동),광주 북구 무등로 165 ,GS칼텍스,N,Y,N,N,N
1434,광주광역시,광주,북구,히어로주유소,광주 북구 서암대로 128,광주 북구 서암대로 128,현대오일뱅크,Y,Y,N,N,N
1435,광주광역시,광주,북구,현대오일뱅크(주)직영 동천마을셀프주유소,광주 북구 하남대로 691 (동림동),광주 북구 하남대로 691 ,현대오일뱅크,Y,Y,Y,Y,Y
1436,광주광역시,광주,북구,SK에너지(주)직영 경기장주유소,광주 북구 무등로 76 (임동),광주 북구 무등로 76 ,SK에너지,Y,Y,N,N,N
1437,광주광역시,광주,북구,(주)대창석유직영 운암주유소,광주 북구 북문대로 34 (운암동),광주 북구 북문대로 34 ,SK에너지,Y,Y,N,N,Y
1438,광주광역시,광주,북구,지에스칼텍스(주)용봉천주유소,광주 북구 설죽로 183 (용봉동),광주 북구 설죽로 183 ,GS칼텍스,Y,Y,N,N,N
1439,광주광역시,광주,북구,까치주유소,광주 북구 하서로 211,광주 북구 하서로 211,현대오일뱅크,Y,Y,Y,N,Y
1440,광주광역시,광주,북구,(주)한일주유소,광주 북구 하서로 225 (양산동),광주 북구 하서로 225 ,GS칼텍스,N,Y,N,N,N
1441,광주광역시,광주,북구,코끼리주유소(SK),광주 북구 서하로 77 (매곡동),광주 북구 서하로 77 ,SK에너지,N,Y,Y,N,N
1442,광주광역시,광주,북구,현대오일뱅크(주)직영 빛고을로셀프주유소,광주 북구 빛고을대로 657 (용두동),광주 북구 빛고을대로 657 ,현대오일뱅크,Y,Y,N,N,N
1443,광주광역시,광주,북구,첨단용두주유소,광주 북구  빛고을대로 663,광주 북구  빛고을대로 663,GS칼텍스,Y,Y,N,N,N
1444,광주광역시,광주,북구,광주주유소,광주 북구 빛고을대로 825 (지야동),광주 북구 빛고을대로 825 ,현대오일뱅크,Y,Y,N,N,N
1445,광주광역시,광주,북구,대성주유소,광주 북구 천지인로 91 (오치동),광주 북구 천지인로 91 ,SK에너지,N,Y,N,N,N
1446,광주광역시,광주,북구,첨단제일주유소,광주 북구 삼소로 191 (대촌동),광주 북구 삼소로 191 ,GS칼텍스,Y,Y,N,N,N
1447,광주광역시,광주,북구,용전주유소,광주 북구 우치로 809,광주 북구 우치로 809,S-OIL,Y,Y,N,N,Y
1448,광주광역시,광주,북구,(유)플러스주유소,광주 북구  설죽로 408 (삼각동),광주 북구  설죽로 408 ,현대오일뱅크,Y,Y,N,N,N
1449,광주광역시,광주,북구,SK에너지(주) 문흥주유소,광주 북구 서하로 286 (오치동),광주 북구 서하로 286 ,SK에너지,N,Y,N,N,N
1450,광주광역시,광주,북구,동부에너지주유소,광주 북구 하서로 571 (본촌동),광주 북구 하서로 571 ,SK에너지,Y,Y,N,N,N
1451,광주광역시,광주,북구,신용구도일주유소,광주 북구 임방울대로 953,광주 북구 임방울대로 953,S-OIL,Y,Y,N,N,N
1452,광주광역시,광주,북구,신용주유소,광주 북구 임방울대로 959 (신용동),광주 북구 임방울대로 959 ,GS칼텍스,Y,Y,Y,N,N
1453,광주광역시,광주,북구,(주)일곡우리주유소,광주 북구 우치로 595 (일곡동),광주 북구 우치로 595 ,현대오일뱅크,Y,Y,N,N,Y
1454,광주광역시,광주,북구,(주)케이피유통(본촌주유소),광주 북구 하서로 530 (본촌동),광주 북구 하서로 530 ,GS칼텍스,Y,Y,N,N,Y
1455,광주광역시,광주,북구,현대오일뱅크(주) 대림셀프주유소,광주 북구 하서로 380 (양산동),광주 북구 하서로 380 ,현대오일뱅크,Y,Y,N,N,N
1456,광주광역시,광주,북구,고려주유소,광주 북구 설죽로 398 (삼각동),광주 북구 설죽로 398 ,S-OIL,N,Y,N,N,N
1457,광주광역시,광주,북구,망월주유소,광주 북구 동문대로 603 (망월동),광주 북구 동문대로 603 ,S-OIL,Y,Y,N,Y,N
1458,광주광역시,광주,북구,용전IC주유소,광주 북구 우치로 842 (용전동),광주 북구 우치로 842 ,현대오일뱅크,Y,Y,N,N,N
1459,광주광역시,광주,북구,패밀리셀프주유소,광주 북구 우치로 670,광주 북구 우치로 670,SK에너지,Y,Y,Y,N,N
1460,광주광역시,광주,북구,현대오일뱅크(주)직영 양산주유소,광주 북구 하서로 255 (양산동),광주 북구 하서로 255 ,현대오일뱅크,N,Y,N,Y,Y
1461,광주광역시,광주,북구,동문주유소,광주 북구 서하로 468,광주 북구 서하로 468,S-OIL,Y,Y,N,N,Y
1462,광주광역시,광주,북구,매곡주유소,광주 북구 서하로 86 (매곡동),광주 북구 서하로 86 ,현대오일뱅크,N,Y,N,N,N
1463,광주광역시,광주,북구,첨단북광주IC주유소,광주광역시 북구 삼소로 318 (월출동),광주광역시 북구 삼소로 318 ,SK에너지,N,Y,N,N,N
1464,광주광역시,광주,북구,무등주유소,광주 북구 무등로 142 (신안동),광주 북구 무등로 142 ,현대오일뱅크,N,Y,N,N,N
1465,광주광역시,광주,북구,테크노파크주유소,광주 북구  삼소로 307 (월출동),광주 북구  삼소로 307 ,현대오일뱅크,N,Y,N,N,N
1466,광주광역시,광주,북구,북성주유소,광주 북구 금남로 49 (임동),광주 북구 금남로 49 ,GS칼텍스,N,Y,N,N,N
1467,광주광역시,광주,북구,문화주유소,광주 북구 동문대로 299 (문흥동),광주 북구 동문대로 299 ,현대오일뱅크,N,Y,Y,N,N
1468,광주광역시,광주,북구,주공주유소,광주 북구 북문대로 190 (운암동),광주 북구 북문대로 190 ,GS칼텍스,N,Y,N,N,N
1469,광주광역시,광주,북구,북광주IC주유소,광주 북구 하서로 678 (지야동),광주 북구 하서로 678 ,현대오일뱅크,N,Y,N,N,N
1470,광주광역시,광주,북구,SK에너지(주) 으뜸주유소,광주 북구 군왕로 177 (두암동),광주 북구 군왕로 177 ,SK에너지,Y,Y,Y,N,N
1471,광주광역시,광주,북구,두암주유소,광주 북구 군왕로 103 (두암동),광주 북구 군왕로 103 ,S-OIL,Y,Y,N,N,N
1472,광주광역시,광주,북구,일신주유소,광주 북구 설죽로 645 (일곡동),광주 북구 설죽로 645 ,GS칼텍스,N,Y,N,N,N
1473,광주광역시,광주,북구,세오(주)직영 미래주유소,광주 북구 임방울대로 979 (신용동),광주 북구 임방울대로 979 ,SK에너지,N,Y,Y,N,N
1474,광주광역시,광주,북구,자모셀프주유소,광주 북구 우치로 7 (중흥동),광주 북구 우치로 7 ,SK에너지,Y,Y,N,N,N
1475,광주광역시,광주,북구,SK에너지 일곡제일주유소,광주 북구 설죽로 421 (삼각동),광주 북구 설죽로 421 ,SK에너지,Y,Y,N,N,N
1476,광주광역시,광주,북구,일곡주유소,광주 북구 우치로422번길 22 (삼각동),광주 북구 우치로422번길 22 ,S-OIL,N,Y,N,N,N
1477,광주광역시,광주,북구,(주)안국에너지 우신주유소,광주 북구 동문대로 218 (각화동),광주 북구 동문대로 218 ,SK에너지,N,Y,N,N,N
1478,광주광역시,광주,서구,자유로주유소,광주 서구 상무자유로 18 (치평동),광주 서구 상무자유로 18 ,자가상표,Y,Y,N,N,N
1479,광주광역시,광주,서구,반디석유시청점,광주 서구 천변좌하로 160 (치평동),광주 서구 천변좌하로 160 ,현대오일뱅크,N,Y,N,N,Y
1480,광주광역시,광주,서구,(주)대원주유소,광주 서구 천변좌하로 142 (치평동),광주 서구 천변좌하로 142 ,알뜰주유소,Y,Y,N,N,N
1481,광주광역시,광주,서구,운천주유소,광주 서구 상무대로 758,광주 서구 상무대로 758,현대오일뱅크,Y,Y,Y,N,N
1482,광주광역시,광주,서구,(주)아프리카주유소,광주광역시 서구  천변좌하로 168 (치평동),광주광역시 서구  천변좌하로 168 ,SK에너지,Y,Y,Y,N,N
1483,광주광역시,광주,서구,서광주역주유소(SK),광주 서구 풍서우로 152,광주 서구 풍서우로 152,SK에너지,Y,Y,N,N,N
1484,광주광역시,광주,서구,(유)매월주유소,광주 서구  회재로 845,광주 서구  회재로 845,GS칼텍스,Y,Y,N,N,N
1485,광주광역시,광주,서구,우리셀프주유소,광주 서구 죽봉대로 24 (농성동),광주 서구 죽봉대로 24 ,SK에너지,Y,Y,N,N,Y
1486,광주광역시,광주,서구,대동에너지주유소,광주 서구 회재로 783,광주 서구 회재로 783,현대오일뱅크,Y,Y,N,N,N
1487,광주광역시,광주,서구,서창동화주유소,광주 서구 회재로 490,광주 서구 회재로 490,S-OIL,N,Y,N,N,N
1488,광주광역시,광주,서구,백일주유소,광주 서구 화정로 68 (쌍촌동),광주 서구 화정로 68 ,현대오일뱅크,Y,Y,Y,N,N
1489,광주광역시,광주,서구,(주)믿음직영 부일주유소,광주 서구 상무대로 933,광주 서구 상무대로 933,S-OIL,Y,Y,N,Y,Y
1490,광주광역시,광주,서구,상무주유소,광주 서구 풍서우로 408 (마륵동),광주 서구 풍서우로 408 ,현대오일뱅크,Y,Y,N,N,N
1491,광주광역시,광주,서구,서창농협주유소,광주 서구 회재로 527 (서창동),광주 서구 회재로 527 ,NH-OIL,N,Y,N,N,N
1492,광주광역시,광주,서구,영광주유소,광주 서구 풍서우로 128(매월동),광주 서구 풍서우로 128,S-OIL,Y,Y,N,N,Y
1493,광주광역시,광주,서구,지에스칼텍스㈜ 스카이주유소,광주 서구 상무대로 655,광주 서구 상무대로 655,GS칼텍스,N,Y,N,N,N
1494,광주광역시,광주,서구,상록주유소,광주 서구 상무대로 1180,광주 서구 상무대로 1180,현대오일뱅크,N,Y,N,N,N
1495,광주광역시,광주,서구,가람주유소,광주 서구 상무대로1206번길 3 (농성동),광주 서구 상무대로1206번길 3 ,S-OIL,N,Y,Y,N,N
1496,광주광역시,광주,서구,대양케미칼,광주 서구 풍서좌로 255 (세하동),광주 서구 풍서좌로 255 ,S-OIL,N,Y,N,N,N
1497,광주광역시,광주,서구,매월유통단지주유소,광주 서구 회재로 746 (매월동),광주 서구 회재로 746 ,현대오일뱅크,N,Y,N,N,N
1498,광주광역시,광주,서구,현대오일뱅크㈜직영 공항가는길주유소,광주 서구 상무대로 699 (마륵동),광주 서구 상무대로 699 ,현대오일뱅크,N,Y,N,N,N
1499,광주광역시,광주,서구,돌고개주유소,광주 서구 경열로 54 (농성동),광주 서구 경열로 54 ,S-OIL,Y,Y,N,N,N
1500,광주광역시,광주,서구,광주화정셀프주유소,광주 서구 화운로 180 (화정동),광주 서구 화운로 180 ,현대오일뱅크,Y,Y,N,N,N
1501,광주광역시,광주,서구,청우주유소,광주 서구 회재로 807 (매월동),광주 서구 회재로 807 ,SK에너지,N,Y,Y,N,N
1502,광주광역시,광주,서구,현대오일뱅크㈜직영 금호현대셀프주유소,광주 서구 서광주로 23 (매월동),광주 서구 서광주로 23 ,현대오일뱅크,Y,Y,Y,N,N
1503,광주광역시,광주,서구,현대오일뱅크㈜직영 베스트현대셀프주유소,광주 서구 운천로 206 (치평동),광주 서구 운천로 206 ,현대오일뱅크,Y,Y,N,Y,Y
1504,광주광역시,광주,서구,(주)옥산주유소,광주 서구 풍서우로 172 (벽진동),광주 서구 풍서우로 172 ,GS칼텍스,N,Y,N,N,N
1505,광주광역시,광주,서구,예향주유소,광주 서구 풍암신흥로 2 (풍암동),광주 서구 풍암신흥로 2 ,GS칼텍스,N,Y,N,N,N
1506,광주광역시,광주,서구,(유)신상무주유소,광주 서구 운천로 170,광주 서구 운천로 170,SK에너지,N,Y,N,N,N
1507,광주광역시,광주,서구,컨벤션주유소,광주 서구 상무대로 714,광주 서구 상무대로 714,S-OIL,N,Y,N,N,N
1508,광주광역시,광주,서구,치평주유소,광주 서구 내방로 11 (치평동),광주 서구 내방로 11 ,S-OIL,N,Y,N,N,N
1509,대전광역시,대전,대덕구,OK주유소,대전 대덕구 대전로 1312 (읍내동),대전 대덕구 대전로 1312 ,현대오일뱅크,Y,Y,Y,Y,N
1510,대전광역시,대전,대덕구,중리셀프주유소,대전 대덕구 한밭대로 1186,대전 대덕구 한밭대로 1186,SK에너지,Y,Y,Y,N,N
1511,대전광역시,대전,대덕구,소태산주유소,대전 대덕구 신탄진로 163 (신대동),대전 대덕구 신탄진로 163 ,현대오일뱅크,N,Y,N,N,N
1512,대전광역시,대전,대덕구,신탄진농협주유소,대전 대덕구 덕암로 164,대전 대덕구 덕암로 164,NH-OIL,Y,Y,N,N,N
1513,대전광역시,대전,대덕구,삼영주유소,대전 대덕구 대전로 1200,대전 대덕구 대전로 1200,S-OIL,N,Y,N,N,N
1514,대전광역시,대전,대덕구,성찬셀프주유소,대전 대덕구 신탄진로 764 (신탄진동),대전 대덕구 신탄진로 764 ,S-OIL,Y,Y,N,N,N
1515,대전광역시,대전,대덕구,회덕롯데리아주유소,대전 대덕구 신탄진로 222 (와동),대전 대덕구 신탄진로 222 ,SK에너지,Y,Y,N,N,N
1516,대전광역시,대전,대덕구,현대오일뱅크㈜직영 럭키셀프주유소,대전 대덕구 한밭대로 1007 (오정동),대전 대덕구 한밭대로 1007 ,현대오일뱅크,Y,Y,N,N,N
1517,대전광역시,대전,대덕구,지에스칼텍스㈜ 톨게이트주유소,대전 대덕구 동서대로 1762,대전 대덕구 동서대로 1762,GS칼텍스,Y,Y,Y,Y,Y
1518,대전광역시,대전,대덕구,농수산주유소,대전 대덕구 한밭대로 1014 (오정동),대전 대덕구 한밭대로 1014 ,GS칼텍스,Y,Y,Y,N,Y
1519,대전광역시,대전,대덕구,강변셀프주유소,대전 대덕구 신탄진로 866,대전 대덕구 신탄진로 866,GS칼텍스,Y,Y,N,N,N
1520,대전광역시,대전,대덕구,(주)메이저플러스 대전IC주유소,대전 대덕구 동서대로 1787 (송촌동),대전 대덕구 동서대로 1787 ,GS칼텍스,Y,Y,N,N,N
1521,대전광역시,대전,대덕구,대전북부새마을금고주유소,대전 대덕구 신탄진로 792,대전 대덕구 신탄진로 792,SK에너지,Y,Y,N,N,N
1522,대전광역시,대전,대덕구,㈜에스에이치에너지 영풍주유소,대전 대덕구 신탄진로 584 (상서동),대전 대덕구 신탄진로 584 ,현대오일뱅크,Y,Y,N,N,Y
1523,대전광역시,대전,대덕구,신탄진IC주유소,대전 대덕구 신탄진로 665,대전 대덕구 신탄진로 665,SK에너지,Y,Y,N,N,N
1524,대전광역시,대전,대덕구,덕암셀프주유소,대전 대덕구 덕암로 219 (덕암동),대전 대덕구 덕암로 219 ,SK에너지,Y,Y,N,N,Y
1525,대전광역시,대전,대덕구,세종Self주유소,대전 대덕구 대덕대로 1494 (목상동),대전 대덕구 대덕대로 1494 ,SK에너지,Y,Y,N,N,Y
1526,대전광역시,대전,대덕구,㈜학하 목상셀프주유소,대전 대덕구 대덕대로 1500 (목상동),대전 대덕구 대덕대로 1500 ,S-OIL,Y,Y,N,N,Y
1527,대전광역시,대전,대덕구,스마일주유소,대전 대덕구 신탄진로 622 (상서동),대전 대덕구 신탄진로 622 ,S-OIL,Y,Y,N,N,Y
1528,대전광역시,대전,대덕구,씨앤에스유통(주)회덕IC주유소,대전 대덕구 갑천도시고속도로 1084 (신대동),대전 대덕구 갑천도시고속도로 1084 ,S-OIL,Y,Y,N,N,N
1529,대전광역시,대전,대덕구,용은주유소,대전 대덕구 신탄진로 559 (상서동),대전 대덕구 신탄진로 559 ,S-OIL,Y,Y,N,N,N
1530,대전광역시,대전,대덕구,갑천주유소,대전 대덕구 아리랑로55번길 189 (신대동),대전 대덕구 아리랑로55번길 189 ,GS칼텍스,Y,Y,N,Y,N
1531,대전광역시,대전,대덕구,현대오일뱅크㈜직영 대원셀프주유소,대전 대덕구 동서대로 1772 (비래동),대전 대덕구 동서대로 1772 ,현대오일뱅크,Y,Y,Y,N,N
1532,대전광역시,대전,대덕구,현대오일뱅크㈜직영 4공단주유소,대전 대덕구 대덕대로 1412,대전 대덕구 대덕대로 1412,현대오일뱅크,N,Y,Y,Y,Y
1533,대전광역시,대전,대덕구,씨앤에스유통(주)송월,대전 대덕구 아리랑로 107 (읍내동),대전 대덕구 아리랑로 107 ,S-OIL,N,Y,N,N,N
1534,대전광역시,대전,대덕구,대도주유소,대전 대덕구 신탄진로756번길 2 (신탄진동),대전 대덕구 신탄진로756번길 2 ,현대오일뱅크,N,Y,N,N,N
1535,대전광역시,대전,대덕구,신일주유소,대전광역시 대덕구 산업단지로 112,대전광역시 대덕구 산업단지로 112,현대오일뱅크,N,Y,Y,N,N
1536,대전광역시,대전,대덕구,현대오일뱅크㈜직영 대덕주유소,대전 대덕구 신탄진로 470,대전 대덕구 신탄진로 470,현대오일뱅크,N,Y,N,Y,N
1537,대전광역시,대전,대덕구,(주)차세대주유소,대전광역시 대덕구  아리랑로 73 (읍내동),대전광역시 대덕구  아리랑로 73 ,GS칼텍스,N,Y,N,N,Y
1538,대전광역시,대전,대덕구,공단주유소,대전 대덕구 대전로 1285 (대화동),대전 대덕구 대전로 1285 ,GS칼텍스,N,Y,Y,N,N
1539,대전광역시,대전,대덕구,비전운수(주)산업단지주유소,대전 대덕구 산업단지로 107,대전 대덕구 산업단지로 107,GS칼텍스,N,Y,N,N,N
1540,대전광역시,대전,대덕구,현대오일뱅크㈜직영 신탄진주유소,대전 대덕구 신탄진로681번길 22,대전 대덕구 신탄진로681번길 22,현대오일뱅크,N,Y,N,N,Y
1541,대전광역시,대전,대덕구,충청주유소,대전 대덕구 대전로 1393 (읍내동),대전 대덕구 대전로 1393 ,S-OIL,N,Y,Y,N,N
1542,대전광역시,대전,대덕구,대덕산업단지관리공단주유사업소,대전 대덕구 문평동로 2 (문평동),대전 대덕구 문평동로 2 ,현대오일뱅크,N,Y,N,Y,N
1543,대전광역시,대전,동구,(주)하늘셀프주유소,대전 동구 대전로 549,대전 동구 대전로 549,SK에너지,Y,Y,N,N,Y
1544,대전광역시,대전,동구,동아주유소,대전 동구 동대전로 118 (대동),대전 동구 동대전로 118 ,현대오일뱅크,Y,Y,N,N,Y
1545,대전광역시,대전,동구,산내제일주유소,대전 동구 대전로 269 (대성동),대전 동구 대전로 269 ,S-OIL,Y,Y,N,Y,Y
1546,대전광역시,대전,동구,(주)덕성하늘셀프주유소,대전 동구 대전로 283,대전 동구 대전로 283,SK에너지,Y,Y,Y,N,Y
1547,대전광역시,대전,동구,㈜용운주유소,대전 동구 백룡로 77 (용운동),대전 동구 백룡로 77 ,알뜰주유소,Y,Y,Y,N,Y
1548,대전광역시,대전,동구,호원셀프주유소,대전 동구 한밭대로 1315 (용전동),대전 동구 한밭대로 1315 ,현대오일뱅크,Y,Y,N,N,N
1549,대전광역시,대전,동구,태암주유소,대전 동구 대전로 264 (대성동),대전 동구 대전로 264 ,현대오일뱅크,N,Y,N,N,N
1550,대전광역시,대전,동구,매봉주유소,대전 동구 우암로 247 (가양동),대전 동구 우암로 247 ,SK에너지,Y,Y,N,N,N
1551,대전광역시,대전,동구,(주)한마음석유 대신주유소,대전 동구 계족로 126,대전 동구 계족로 126,GS칼텍스,Y,Y,N,N,N
1552,대전광역시,대전,동구,광장주유소,대전 동구 계족로 305 (성남동),대전 동구 계족로 305 ,SK에너지,Y,Y,N,N,Y
1553,대전광역시,대전,동구,신가오주유소,대전 동구 은어송로 38 (가오동),대전 동구 은어송로 38 ,SK에너지,Y,Y,Y,N,N
1554,대전광역시,대전,동구,sk대동주유소,대전 동구 계족로140번길 73 (용운동),대전 동구 계족로140번길 73 ,SK에너지,Y,Y,N,N,N
1555,대전광역시,대전,동구,현대오일뱅크㈜직영 산내셀프주유소,대전 동구 대전로 292 (대성동),대전 동구 대전로 292 ,현대오일뱅크,Y,Y,N,N,N
1556,대전광역시,대전,동구,내트럭(주)남대전사업소,대전 동구 대전로 15,대전 동구 대전로 15,SK에너지,N,Y,Y,Y,Y
1557,대전광역시,대전,동구,현대오일뱅크㈜직영 홍도셀프주유소,대전 동구 동서대로 1627(홍도동),대전 동구 동서대로 1627,현대오일뱅크,Y,Y,Y,Y,N
1558,대전광역시,대전,동구,(주)학하 삼성셀프주유소,대전 동구 대전로 908 (삼성동),대전 동구 대전로 908 ,S-OIL,Y,Y,N,N,Y
1559,대전광역시,대전,동구,동명주유소,대전 동구 한밭대로 1239 (용전동),대전 동구 한밭대로 1239 ,SK에너지,N,Y,Y,N,N
1560,대전광역시,대전,서구,우리하나셀프주유소,대전 서구 동서대로 1120,대전 서구 동서대로 1120,S-OIL,Y,Y,N,N,N
1561,대전광역시,대전,서구,주홍셀프,대전 서구 도산로 475 (탄방동),대전 서구 도산로 475 ,GS칼텍스,Y,Y,N,N,N
1562,대전광역시,대전,서구,구봉산셀프주유소,대전 서구 구봉로 208,대전 서구 구봉로 208,알뜰주유소,Y,Y,N,N,N
1563,대전광역시,대전,서구,배재로주유소,대전 서구 배재로 210 (도마동),대전 서구 배재로 210 ,SK에너지,Y,Y,Y,N,N
1564,대전광역시,대전,서구,(주)에너비즈 명품주유소,대전 서구 배재로 218 (도마동),대전 서구 배재로 218 ,S-OIL,Y,Y,N,N,Y
1565,대전광역시,대전,서구,굿모닝주유소,대전 서구  계백로 1376 (도마동),대전 서구  계백로 1376 ,현대오일뱅크,Y,Y,N,N,N
1566,대전광역시,대전,서구,중도석유(주) 도마동주유소,대전 서구 계백로 1371 (도마동),대전 서구 계백로 1371 ,GS칼텍스,Y,Y,N,N,N
1567,대전광역시,대전,서구,남산주유소,대전 서구 도산로 446 (용문동),대전 서구 도산로 446 ,GS칼텍스,Y,Y,N,N,N
1568,대전광역시,대전,서구,(주)가수원하늘셀프주유소,대전 서구 계백로 1176 (가수원동),대전 서구 계백로 1176 ,SK에너지,Y,Y,Y,N,Y
1569,대전광역시,대전,서구,혜천셀프주유소,대전 서구 혜천로 28 (정림동),대전 서구 혜천로 28 ,GS칼텍스,Y,Y,N,N,N
1570,대전광역시,대전,서구,가득주유소,대전 서구 갈마로 322(가장동),대전 서구 갈마로 322,현대오일뱅크,N,Y,Y,N,N
1571,대전광역시,대전,서구,씨앤에스유통㈜ 호수공원주유소,대전 서구 계백로 1259 (정림동),대전 서구 계백로 1259 ,S-OIL,Y,Y,N,N,N
1572,대전광역시,대전,서구,지에스칼텍스㈜ 정림주유소,대전 서구 계백로 1277,대전 서구 계백로 1277,GS칼텍스,Y,Y,N,Y,Y
1573,대전광역시,대전,서구,백산주유소,대전 서구 동서대로 1068 (변동),대전 서구 동서대로 1068 ,SK에너지,Y,Y,N,N,Y
1574,대전광역시,대전,서구,극동유화(주) 한밭주유소,대전 서구 문정로 3 (둔산2동),대전 서구 문정로 3 ,S-OIL,Y,Y,N,N,N
1575,대전광역시,대전,서구,현대오일뱅크㈜직영 만년교셀프주유소,대전 서구 계룡로 202 (월평동),대전 서구 계룡로 202 ,현대오일뱅크,Y,Y,N,N,N
1576,대전광역시,대전,서구,씨앤에스유통㈜도안신도시주유소,대전 서구 도안동로 277 (도안동),대전 서구 도안동로 277 ,S-OIL,Y,Y,N,N,N
1577,대전광역시,대전,서구,지에스칼텍스(주) GS내동주유소,대전 서구 내동 대덕대로 24,대전 서구 내동 대덕대로 24,GS칼텍스,Y,Y,Y,N,N
1578,대전광역시,대전,서구,지에스칼텍스㈜ 우리동네주유소,대전 서구 청사로 224,대전 서구 청사로 224,GS칼텍스,Y,Y,Y,Y,N
1579,대전광역시,대전,서구,갈마주유소,대전 서구 신갈마로 130,대전 서구 신갈마로 130,GS칼텍스,Y,Y,N,N,N
1580,대전광역시,대전,서구,창현주유소,대전 서구 계백로 838 (관저동),대전 서구 계백로 838 ,SK에너지,Y,Y,Y,N,Y
1581,대전광역시,대전,서구,중도석유(주) 대덕주유소,대전 서구 월평북로 84 (월평동),대전 서구 월평북로 84 ,GS칼텍스,Y,Y,Y,N,N
1582,대전광역시,대전,서구,괴정주유소,대전 서구 괴정로 113,대전 서구 괴정로 113,GS칼텍스,N,Y,N,N,N
1583,대전광역시,대전,서구,현대오일뱅크(주)직영 신대전셀프주유소,대전 서구 도산로 213 (변동),대전 서구 도산로 213 ,현대오일뱅크,Y,Y,N,N,N
1584,대전광역시,대전,서구,우리주유소,대전 서구 도산로 216,대전 서구 도산로 216,GS칼텍스,N,Y,N,N,N
1585,대전광역시,대전,서구,선진주유소,대전 서구 배재로 205,대전 서구 배재로 205,현대오일뱅크,N,Y,N,N,N
1586,대전광역시,대전,서구,SK에너지(주) 둔산주유소,대전 서구 둔산로 139,대전 서구 둔산로 139,SK에너지,N,Y,Y,N,N
1587,대전광역시,대전,서구,도마주유소,대전 서구 도산로 27 (도마동),대전 서구 도산로 27 ,현대오일뱅크,N,Y,N,N,N
1588,대전광역시,대전,서구,현대오일뱅크㈜직영 대전청사셀프주유소,대전 서구 대덕대로 188 (둔산동),대전 서구 대덕대로 188 ,현대오일뱅크,Y,Y,Y,Y,Y
1589,대전광역시,대전,서구,삼정주유소,대전 서구 대덕대로 384 (만년동),대전 서구 대덕대로 384 ,S-OIL,Y,Y,N,N,N
1590,대전광역시,대전,유성구,㈜제트에너지서대전주유소,대전 유성구 계백로 212(방동),대전 유성구 계백로 212,현대오일뱅크,Y,Y,N,N,Y
1591,대전광역시,대전,유성구,하은셀프주유소,대전 유성구 유성대로 614 (구암동),대전 유성구 유성대로 614 ,SK에너지,Y,Y,N,N,Y
1592,대전광역시,대전,유성구,㈜상익 유성주유소,대전 유성구 현충원로 342 (구암동),대전 유성구 현충원로 342 ,현대오일뱅크,Y,Y,N,N,N
1593,대전광역시,대전,유성구,(주)한진 대정주유소,대전 유성구 대정로 67,대전 유성구 대정로 67,S-OIL,Y,Y,N,N,Y
1594,대전광역시,대전,유성구,대성주유소,대전 유성구 아리랑로12,대전 유성구 아리랑로12,S-OIL,Y,Y,Y,N,N
1595,대전광역시,대전,유성구,(주)퍼스트오일,대전 유성구 현충원로 213 (갑동),대전 유성구 현충원로 213 ,현대오일뱅크,Y,Y,N,N,Y
1596,대전광역시,대전,유성구,지에스칼텍스(주)정다운주유소,대전 유성구 북유성대로 51(노은동),대전 유성구 북유성대로 51,GS칼텍스,Y,Y,N,N,N
1597,대전광역시,대전,유성구,장대주유소,대전 유성구 유성대로 768 (장대동),대전 유성구 유성대로 768 ,현대오일뱅크,N,Y,N,N,N
1598,대전광역시,대전,유성구,관저주유소,대전 유성구 계백로 975  (원내동),대전 유성구 계백로 975  ,현대오일뱅크,Y,Y,N,N,N
1599,대전광역시,대전,유성구,(주)유성 하나로셀프주유소,대전 유성구 한밭대로 295 (장대동),대전 유성구 한밭대로 295 ,SK에너지,Y,Y,N,N,Y
1600,대전광역시,대전,유성구,현대오일뱅크㈜직영 스마트셀프주유소,대전 유성구 엑스포로 222 (원촌동),대전 유성구 엑스포로 222 ,현대오일뱅크,Y,Y,N,N,Y
1601,대전광역시,대전,유성구,구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),대전 유성구 엑스포로 259 ,S-OIL,Y,Y,N,N,N
1602,대전광역시,대전,유성구,SK에너지(주) 교촌주유소,대전 유성구 유성대로 142 (교촌동),대전 유성구 유성대로 142 ,SK에너지,Y,Y,N,N,N
